id;marche;SOURCE;DT_UPDATE;DT_ARRETE;NU_CNT;NOM_CLI;CD_INT_STC;CD_PRD;PTGST;DT_EFF_AFN_CNT;DT_EFF_RESIL_CNT;DT_ECH_AN_CNT;CD_APERIT;TXACPT;INDICE_CNT;NBRE_SITES;CDSIREN;CDTRE_CNT;CDNAF;LCI_G;RESEAU;NM_INT;INTERNATIONAL;SOUS_LIMITE_EV_NAT;MONTANT;SOUS_LIMITE;COMMENTAIRE;BATCH;DICID;ID_SITE;NOM_SITE;DT_MAJ_SITE;DATE_VISITE_SITE;STOCK;CDTRE_1;CDNAF_1;CD_SIRET;QUALITE_JURID;USAGE;TYPE_BIEN;TYPE_RESIDENCE;ETAGE;EXCL_RISQ_LOCATIFS;EXCL_RISQ_BAT;NB_PIECE;SURFACE;SURFACE_DPDCE;PRIME_TTC;PRIME_PTF_ANN_HT;BATIMENT_CLASSE;BATIMENT_OCCUPE;PISCINES;HOTEL_NB_ETOILES;HOTEL_RESTAURANT;HOTEL_NB_CHB;LCI_BAT_CLASSE;LCI_GRD_RISQ;LCI_DEPENDANCE;DATE_EFFET_CAPITAUX;INDICE_CAPITAUX_MURS_BATIMENTS;CAPITAUX_MURS_BATIMENTS;CONTENU;INDICE_CAPITAUX_CONTENU;CAPITAUX_CONTENU;INDICE_CAPITAUX_MATERIELS;CAPITAUX_MATERIEL;INDICE_CAPITAUX_MARCHANDISES;CAPITAUX_MARCHANDISES;INDICE_CAPITAUX_ASS_MH_HLL_CARAV;CAPITAUX_ASS_MH_HLL_CARAV;INDICE_CAPITAUX_DEPENDANCE;CAPITAUX_DEPENDANCE;INDICE_CAPITAUX_COMPL;CAPITAUX_COMPL;INDICE_CAPITAUX_DD;CAPITAUX_DD;MARGE_BRUTE;PERIODE_INDEM_PE;CHIFFAFF_SITE;PERTE_LOYER;INDICE_VAL_PE;VAL_PE;SMP_INITIAL;LCI_GLOB;LCI_ATTENTAT;FRANCHISE_GLOB;UNI_FRAN_GLOB;MIN_FRAN_GLOB;MAX_FRAN_GLOB;FRANCHISE_INC;UNI_FRAN_INC;FRANCHISE_DDE;UNI_FRAN_DDE;FRANCHISE_PE;UNI_FRAN_PE;LIMITE_TGN;FRANCHISE_TGN;UNI_FRAN_TGN;MIN_FRAN_TGN;MAX_FRAN_TGN;NUM_VOIE_SITE;RUE_SITE;NUM_RUE_SITE;LIEU_DIT_SITE;CP_SITE;VILLE_SITE;ADRESSE_SITE;PAYS_SITE;COORD_X_SITE;COORD_Y_SITE;QUALITE_GEOCODAGE;LIMITE_INOND;FRANCHISE_INOND;UNI_FRAN_INOND;LIMITE_TREMB;FRANCHISE_TREMB;UNI_FRAN_TREMB;LIMITE_EMEUTES;FRANCHISE_EMEUTES;UNI_FRAN_EMEUTES;LIMITE_TOC;FRANCHISE_TOC;UNI_FRAN_TOC;TYPE_SITE;CEDANTE;ID_GAREAT;APERITEUR;NOM_APERITEUR;POL_APERITEUR;CD_SIREN_SIRET;CDNAF_GAREAT;LIBNAF_GAREAT;CDSIC;LIBSIC;TX_DEROG_ATT;LCI_MULTISITE;CAPITAUX_TT;RSQ_NUCLEAIRE;RSQ_SEVESO;TRC_TRME;MULTI_SITE;PORTEE_LIGNE;CD_GAR_CAR_FOURNIS;GAR_CAR_FOURNIS;CAR_FOURNIS_NNDENOM;CAR_FOURNIS_ENERGIE;CD_CAR_CLIENT;CAR_CLIENT;CAR_CLIENT_NNDENOM;CAR_CLIENT_ENERGIE;COM_GAREAT;CD_LC360;DICID_SITE
725290;PROF;;2022-10-21;2026-03-03;059708683;CEBATEC;481771;01062;N07;2018-08-25;;25/08;A;100;R.I.;4;;;;5900000;Courtage;;0;;;;;0;DHORNEC;4;"ST JEAN BONNEFONDS";2022-10-21;;1;;;;LOC;BUR;;;;N;N;;77;;;;N;N;0;0;N;0;;;;;;;;;12000;;;;;;;;;;;;;;;375000;;;150000;;;;;;;;;;;;;;;;;;;;"Bât 17 du Parc Matrotech";;;42650;"ST JEAN BONNEFONDS";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;150000;N;N;N;Oui;;N;;;;O;;;;;;DHORNEC
641825;RI&GAR;IMS;2022-03-21;2026-03-03;62193717;"SELUX SAS";481019;01065;I11;2021-01-01;2022-01-01;0101;A;100;R.I.;4;342235470;975Z;;30000000;;"MARSH SAS";0;;;;;1;"Remplacement 61971568";1;"SELUX SAS";2021-11-18;;1;;;;PRO;NR;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;2988200;;;887802;;;;2618761;;;;;;;;6494763;;18;;;;22000000;;;;;;;;;;;;;;;;;;;;"ROUTE DE TRAMOYES";;;01700;MIRIBEL;;France;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;28494763;O;O;N;Oui;;N;;;;O;;;;;;ELHOUSS
641826;RI&GAR;IMS;2022-03-21;2026-03-03;62193717;"SELUX SAS";481019;01065;I11;2021-01-01;2022-01-01;0101;A;100;R.I.;4;342235470;975Z;;30000000;;"MARSH SAS";0;;;;;1;"Remplacement 61971568";2;"SELUX SAS";2021-11-18;;1;;;;LOC;NR;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;13965;;;11372;;;;0;;;;;;;;25337;;18;;;;0;;;;;;;;;;;;;;;;;;;8;"RUE DE LA RAINIERE";;;44300;NANTES;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;25337;O;O;N;Oui;;N;;;;O;;;;;;ELHOUSS
641827;RI&GAR;IMS;2022-03-21;2026-03-03;62193717;"SELUX SAS";481019;01065;I11;2021-01-01;2022-01-01;0101;A;100;R.I.;4;342235470;975Z;;30000000;;"MARSH SAS";0;;;;;1;"Remplacement 61971568";3;"SELUX SAS";2021-11-18;;1;;;;LOC;NR;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;0;;;79820;;;;31499;;;;;;;;111319;;18;;;;0;;;;;;;;;;;;;;;;;;;99;"RUE PARMENTIER - ZONE ACTIBURO";;;59650;"VILLENEUVE D'ASCQ";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;111319;O;O;N;Oui;;N;;;;O;;;;;;ELHOUSS
641828;RI&GAR;IMS;2022-03-21;2026-03-03;62193717;"SELUX SAS";481019;01065;I11;2021-01-01;2022-01-01;0101;A;100;R.I.;4;342235470;975Z;;30000000;;"MARSH SAS";0;;;;;1;"Remplacement 61971568";4;"SELUX SAS";2021-11-18;;1;;;;LOC;NR;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;0;;;50000;;;;0;;;;;;;;50000;;18;;;;0;;;;;;;;;;;;;;;;;;;52;"RUE RICHIER";;;75009;PARIS;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;50000;O;O;N;Oui;;N;;;;O;;;;;;ELHOUSS
995849;PROF;;2022-10-21;2026-03-03;46920825;"FIDUCIAIRE SECURITE";520030;01062;N07;2011-08-04;;01/01;A;100;F.F.B.;4;;;;0;Agence;;1;;;ANNUELLE;;0;DHORNEC;1;;2023-02-15;;1;;;;LOC;BUR;;;;N;N;;280;;;;N;N;0;0;N;0;;;;;;;;;503635;;;;;;;;;;;;;;;3220000;;;599562;;;;;;;;;;;;;;;;;;;;"RESIDENCE MORMORANA";;;20290;BORGO;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;599562;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
995850;PROF;;2022-10-21;2026-03-03;46920825;"FIDUCIAIRE SECURITE";520030;01062;N07;2011-08-04;;01/01;A;100;F.F.B.;4;;;;0;Agence;;1;;;ANNUELLE;;0;DHORNEC;2;;2023-02-15;;1;;;;PRO;BUR;;;;N;N;;120;;;;N;N;0;0;N;0;;;;;;;;;503635;;;;;;;;;;;;;;;255000;;;239825;;;;;;;;;;;;;;;;;;;;"RESIDENCE SAN ANGELO";;;20220;"L'ILE ROUSSE";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;239825;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
995851;PROF;;2022-10-21;2026-03-03;46920825;"FIDUCIAIRE SECURITE";520030;01062;N07;2011-08-04;;01/01;A;100;F.F.B.;4;;;;0;Agence;;1;;;ANNUELLE;;0;DHORNEC;4;;2023-02-15;;1;;;;PRO;BUR;;;;N;N;;70;;;;N;N;0;0;N;0;;;;;;;;;35975;;;;;;;;;;;;;;;0;;;0;;;;;;;;;;;;;;;;;;;15;"RUE LUCE DE CASABIANCA";;;20200;BASTIA;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
995852;PROF;;2022-10-21;2026-03-03;46920825;"FIDUCIAIRE SECURITE";520030;01062;N07;2011-08-04;;01/01;A;100;F.F.B.;4;;;;0;Agence;;1;;;ANNUELLE;;0;DHORNEC;3;;2023-02-15;;1;;;;LOC;BUR;;;;N;N;;79;;;;N;N;0;0;N;0;;;;;;;;;85545;;;;;;;;;;;;;;;200000;;;0;;;;;;;;;;;;;;;;;;;17;"RUE LUCE DE CASABIANCA";;;20200;BASTIA;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
373210;RI&GAR;IMS;2022-03-21;2026-03-03;017923916;"HCO FRANCE";481019;00640;N30;2013-08-28;2022-01-01;0101;A;39;R.I.;4;;;;250000000;COURTAGE;"MARSH SAS";1;;;ANNUELLE;;1;VOILQUIN;1;Ludres;2021-04-09;2021-04-27;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2021-04-27;;;;;;;;;;;;;;;;;62384900;;;;;;135924824;;;;;;;;;;;;;;;;;;;;;"870 Rue Denis Papin - Zone Industrielle";;54710;LUDRES;;France;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;75977382.2;O;O;O;Oui;;O;;;;O;;;;;;BORDAS
373211;RI&GAR;IMS;2022-03-21;2026-03-03;017923916;"HCO FRANCE";481019;00640;N30;2013-08-28;2022-01-01;0101;A;39;R.I.;4;;;;250000000;COURTAGE;"MARSH SAS";1;;;ANNUELLE;;1;VOILQUIN;2;"Chez PSP - Chabris";2021-04-09;2021-04-27;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2021-04-27;;;;;;;;;;;;;;;;;3960910;;;;;;0;;;;;;;;;;;;;;;;;;;;;"ZA Les Vigneaux";;36210;CHABRIS;;France;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;3960910;O;O;O;Oui;;O;;;;O;;;;;;BORDAS
373212;RI&GAR;IMS;2022-03-21;2026-03-03;017923916;"HCO FRANCE";481019;00640;N30;2013-08-28;2022-01-01;0101;A;39;R.I.;4;;;;250000000;COURTAGE;"MARSH SAS";1;;;ANNUELLE;;1;VOILQUIN;3;Milan;2021-04-09;2021-04-27;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2021-04-27;;;;;;;;;;;;;;;;;26753;;;;;;6811692;;;;;;;;;;;;;;;;;;;;;"via M. Macchi 27";;20124;Milano;;Italie;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;3356482.62;O;O;O;Oui;;O;;;;O;;;;;;BORDAS
373213;RI&GAR;IMS;2022-03-21;2026-03-03;017923916;"HCO FRANCE";481019;00640;N30;2013-08-28;2022-01-01;0101;A;39;R.I.;4;;;;250000000;COURTAGE;"MARSH SAS";1;;;ANNUELLE;;1;VOILQUIN;4;Rungis;2021-04-09;2021-04-27;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2021-04-27;;;;;;;;;;;;;;;;;1074746;;;;;;0;;;;;;;;;;;;;;;;;;;;;"13-15 rue du pont des halles";;94150;Rungis;;France;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;1074746;O;O;O;Oui;;O;;;;O;;;;;;BORDAS
1849833;RI&GAR;;2025-12-08;2026-03-03;61665758;MONBANA;;01065;;;;;A;100;R.I.;4;;;;0;Agence;;0;;;;;0;;001;ERNEE;2025-12-08;2025-12-08;1;;;;PRO;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-12-08;RI;9971629;;RI;;RI;13960281;RI;4492305;;;;;;;RI;;19173716;;;;;;;;;;;;;;;;;;;;;;;;2;"Rue alain colas";"2 Rue alain colas";;53500;ERNEE;;FRANCE;-0.9222274604838383;48.29018126618869;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;2261;HERVETH
1849835;RI&GAR;;2025-12-08;2026-03-03;61665758;MONBANA;;01065;;;;;A;100;R.I.;4;;;;0;Agence;;0;;;;;0;;002;MAFFREN;2025-12-08;2025-12-08;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-12-08;RI;3226115;;RI;;RI;44457905;RI;1180700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;"chemin de grangeneuve";"22 chemin de grangeneuve";;05300;"LE POET";;FRANCE;5.900696644793973;44.28961724371789;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;HERVETH
1849837;RI&GAR;;2025-12-08;2026-03-03;61665758;MONBANA;;01065;;;;;A;100;R.I.;4;;;;0;Agence;;0;;;;;0;;003;"SAINT SAUVEUR";2025-12-08;2025-12-08;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-12-08;RI;6607084;;;;RI;4105965;RI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2 ZA de Plaisance";"ZA de Plaisance";"2 ZA de Plaisance";;35133;Saint-Sauveur-des-Landes;"2 ZA de Plaisance, 35133 Saint-Sauveur-des-Landes";FRANCE;-1.2999571179222298;48.34176210429201;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;HERVETH
1849839;RI&GAR;;2025-12-08;2026-03-03;61665758;MONBANA;;01065;;;;;A;100;R.I.;4;;;;0;Agence;;0;;;;;0;;004;"STOCK FOUGERES";2025-12-08;2025-12-08;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-12-08;;;;;;;;RI;50000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;"Rue louis lumière";"10 Rue louis lumière";;35133;"La Selle-en-Luitré";;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;HERVETH
216165;;IMS;2022-03-21;2026-03-03;60154208;"LOOTEN NORD EST";109821;01065;N11;2019-01-01;;0101;A;100;;4;808394951;966;;0;AGENCE;"DUNKERQUE JEAN BART";0;;;;;1;;1;"LOOTEN NORD EST SAINT DIZIER";2020-05-20;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;1269244;;;;;372215;;18636;;;;;;;;;;;;;;442257;;;;;;;;;;;;;;;;;;;3;" rue Malgras ";;;52100;" SAINT DIZIER";"3 rue Malgras 52100 SAINT DIZIER";FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;442257;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
216166;;IMS;2022-03-21;2026-03-03;60154208;"LOOTEN NORD EST";109821;01065;N11;2019-01-01;;0101;A;100;;4;808394951;966;;0;AGENCE;"DUNKERQUE JEAN BART";0;;;;;1;;2;"LOOTEN NORD EST PAGNY";2020-05-20;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;755503;;;;;100734;;0;;;;;;;;;;;;;;228106;;;;;;;;;;;;;;;;;;;;;"ZI des Herbues ";;55190;" PAGNY SUR MEUSE";"ZI des Herbues 55190 PAGNY SUR MEUSE";FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;228106;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
216167;;IMS;2022-03-21;2026-03-03;60154208;"LOOTEN NORD EST";109821;01065;N11;2019-01-01;;0101;A;100;;4;808394951;966;;0;AGENCE;"DUNKERQUE JEAN BART";0;;;;;1;;3;"LOOTEN NORD EST TOUL";2020-05-20;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;1511005;;;;;654769;;0;;;;;;;;;;;;;;576973;;;;;;;;;;;;;;;;;;;980;" avenue de l'Europe ZAC Kleber Bat 165 ";;;54200;" TOUL";"980 avenue de l'Europe ZAC Kleber Bat 165 54200 TOUL";FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;576973;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
216168;;IMS;2022-03-21;2026-03-03;60154208;"LOOTEN NORD EST";109821;01065;N11;2019-01-01;;0101;A;100;;4;808394951;966;;0;AGENCE;"DUNKERQUE JEAN BART";0;;;;;1;;4;EUTEXIA;2020-05-20;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;0;;;;;10000;;0;;;;;;;;;;;;;;2664;;;;;;;;;;;;;;;;;;;12;" rue de la Breuchiliere ";;;21000;" DIJON";"12 rue de la Breuchiliere 21000 DIJON";FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;2664;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85447;RI&GAR;V5;2022-03-21;2026-03-03;62842767;"TOUR SAINT-SERGE ET LINCOLN";4A8444;01121;N25;2012-01-01;;0101;A;100;R.I.;4;;;;0;;"ASSUREURS ASSOCIES";0;;;;;1;"Remplacement Z028808177";1;;2018-06-01;;1;;;;PNO;NR;I;;;N;N;;5000;;3026;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;"place François Mitterand";;;49100;ANGERS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85448;RI&GAR;V5;2022-03-21;2026-03-03;62842767;"TOUR SAINT-SERGE ET LINCOLN";4A8444;01121;N25;2012-01-01;;0101;A;100;R.I.;4;;;;0;;"ASSUREURS ASSOCIES";0;;;;;1;"Remplacement Z028808177";2;;2018-06-01;;1;;;;PNO;NR;I;;;N;N;;1100;;665;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;"rue Lenepveu";;;49100;ANGERS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85449;RI&GAR;V5;2022-03-21;2026-03-03;62842767;"TOUR SAINT-SERGE ET LINCOLN";4A8444;01121;N25;2012-01-01;;0101;A;100;R.I.;4;;;;0;;"ASSUREURS ASSOCIES";0;;;;;1;"Remplacement Z028808177";3;;2018-06-01;;1;;;;PNO;NR;I;;;N;N;;1400;;847;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;"avenue Charles Lindbergh";;;33000;MERIGNAC;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85450;RI&GAR;V5;2022-03-21;2026-03-03;62842767;"TOUR SAINT-SERGE ET LINCOLN";4A8444;01121;N25;2012-01-01;;0101;A;100;R.I.;4;;;;0;;"ASSUREURS ASSOCIES";0;;;;;1;"Remplacement Z028808177";4;;2018-06-01;;1;;;;PNO;NR;A;;;N;N;;300;;181;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;"rue Lincoln";;;75008;PARIS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85451;RI&GAR;V5;2022-03-21;2026-03-03;Z028809170;"TRANSWORLD FINANCES";181014;01121;N05;2012-01-01;2022-01-01;0101;A;100;R.I.;4;;;;0;;"GRAS SAVOYE NORD";0;;;;;1;;1;;2018-06-01;;1;;;;PNO;NR;A;;;N;N;;220;;175;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;"rue des tilleuls";;;51320;SOMMESOUS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85452;RI&GAR;V5;2022-03-21;2026-03-03;Z028809170;"TRANSWORLD FINANCES";181014;01121;N05;2012-01-01;2022-01-01;0101;A;100;R.I.;4;;;;0;;"GRAS SAVOYE NORD";0;;;;;1;;2;;2018-06-01;;1;;;;PNO;NR;A;;;N;N;;120;;95;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"chemin des Auches";;;51320;WATRY;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85453;RI&GAR;V5;2022-03-21;2026-03-03;Z028809170;"TRANSWORLD FINANCES";181014;01121;N05;2012-01-01;2022-01-01;0101;A;100;R.I.;4;;;;0;;"GRAS SAVOYE NORD";0;;;;;1;;3;;2018-06-01;;1;;;;PNO;NR;A;;;N;N;;130;;103;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;"impasse du temple";;;51300;"LOISY SUR MARNE";;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
85454;RI&GAR;V5;2022-03-21;2026-03-03;Z028809170;"TRANSWORLD FINANCES";181014;01121;N05;2012-01-01;2022-01-01;0101;A;100;R.I.;4;;;;0;;"GRAS SAVOYE NORD";0;;;;;1;;4;;2018-06-01;;1;;;;PNO;NR;I;;;N;N;;617;;493;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;"boulevard Lundy";;;51100;REIMS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
1850483;RI&GAR;;2025-12-11;2026-03-03;64650482;"COMMUNE DE COTIGNAC";583FA0;00552;;2025-12-01;;01/12;A;100;R.I.;4;;;;0;;;0;;;;;0;;1;;2025-12-11;;1;;;;;;;;;N;N;;1160;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"PLACE de l'église";;eglise;83570;cotignac;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;ANTONIC
1850485;RI&GAR;;2025-12-11;2026-03-03;64650482;"COMMUNE DE COTIGNAC";583FA0;00552;;2025-12-01;;01/12;A;100;R.I.;4;;;;0;;;0;;;;;0;;2;;2025-12-11;;1;;;;;;;;;N;N;;1650;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"chemin des ecoles";;école;83570;cotignac;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;ANTONIC
1850487;RI&GAR;;2025-12-11;2026-03-03;64650482;"COMMUNE DE COTIGNAC";583FA0;00552;;2025-12-01;;01/12;A;100;R.I.;4;;;;0;;;0;;;;;0;;3;;2025-12-11;;1;;;;;;;;;N;N;;1830;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"rue Bonanventure";;grainage;83570;cotignac;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;ANTONIC
1850489;RI&GAR;;2025-12-11;2026-03-03;64650482;"COMMUNE DE COTIGNAC";583FA0;00552;;2025-12-01;;01/12;A;100;R.I.;4;;;;0;;;0;;;;;0;;5;;2025-12-11;;1;;;;;;;;;N;N;;615;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"place de la mairie";;mairie;83570;cotignac;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;ANTONIC
1622293;PROF;IMS;2022-12-29;2026-03-03;58570062;BWOOD;585700;01041;N07;2017-10-01;;0110;A;100;F.F.B.;4;;;;8000000;Courtage;;0;;;;;0;"QUIRIN J";1;DARTY;2024-10-24;;1;;;;LOP;MAG;;;;N;N;;1000;;;;N;N;0;0;N;0;;;;;;;;;1000000;;;;;;;;;;;;;;;3500000;;;1508600;;;;;;;;;;;;;;;;;;;;"ZONE DE LA PILAIS";;"CELLULE 3 ET 4";35750;LECOUSSE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;80478535000021;;;;;;Oui;1508600;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
1622294;PROF;IMS;2022-12-29;2026-03-03;58570062;BWOOD;585700;01041;N07;2017-10-01;;0110;A;100;F.F.B.;4;;;;8000000;Courtage;;0;;;;;0;"QUIRIN J";2;DARTY;2024-10-24;;1;;;;LOP;MAG;;;;N;N;;1020;;;;N;N;0;0;N;0;;;;;;;;;1000000;;;;;;;;;;;;;;;3500000;;;1508600;;;;;;;;;;;;;;;;;;;1235;"ROUTE DE VILLDIEU";;;50480;GRANVILLE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;80478535000039;;;;;;Oui;1508600;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
1622295;PROF;IMS;2022-12-29;2026-03-03;58570062;BWOOD;585700;01041;N07;2017-10-01;;0110;A;100;F.F.B.;4;;;;8000000;Courtage;;0;;;;;0;"QUIRIN J";3;DARTY;2024-10-24;;1;;;;LOP;MAG;;;;N;N;;805;;;;N;N;0;0;N;0;;;;;;;;;750000;;;;;;;;;;;;;;;3700000;;;1508600;;;;;;;;;;;;;;;;;;;14;"RUE DOMALAIN";;"PARC D'ACTIVITES DE LA BARATIERE";35500;VITRE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;"820 814 101 00011";;;;;;Oui;1508600;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
1622296;PROF;IMS;2022-12-29;2026-03-03;58570062;BWOOD;585700;01041;N07;2017-10-01;;0110;A;100;F.F.B.;4;;;;8000000;Courtage;;0;;;;;0;"QUIRIN J";4;DARTY;2024-10-24;;1;;;;LOP;MAG;;;;N;N;;1276;;;;N;N;0;0;N;0;;;;;;;;;1000000;;;;;;;;;;;;;;;3330000;;;950000;;;;;;;;;;;;;;;;;;;1;"FAMILY VILLAGE";;"LES HUNAUDIERES";72330;RUAUDIN;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;80478535000047;;;;;;Oui;950000;N;N;N;Oui;;N;;;;O;;;;;;BOILCAM
